Temperature,Strategy,Score,Model,Control,Words
Mid,Original Instructions,90.88131350615873,Randomization,Randomization,"['tellurium', 'freestyles', 'robotically', 'relays', 'collapsed', 'weft', 'cyberpiracially', 'queerly', 'outfattismible', 'agrostologicativeness']"
Mid,Original Instructions,93.65440319386154,Randomization,Randomization,"['residually', 'axon', 'orphanages', 'mathematicize', 'outlevonorgestrellably', 'objections', 'famishing', 'exigent', 'wipe', 'imagesetters']"
Mid,Original Instructions,,Randomization,Randomization,"['outatbash', 'hepatology', 'subagent', 'metamorphism', 'uglify', 'misneurovirulencially', 'metallises', 'subprograms', 'motorbiked', 'drivelled']"
Mid,Original Instructions,90.75195497740903,Randomization,Randomization,"['overvoltammetrication', 'instigator', 'continuation', 'explodes', 'lymph', 'imprecations', 'well-matched', 'immobilizable', 'preconceived', 'rectorship']"
Mid,Original Instructions,88.17722533270329,Randomization,Randomization,"['phagocyte', 'hortatory', 'overactiniummation', 'inversely', 'foraminiferans', 'toreadors', 'xis', 'blues', 'press', 'outobtentionisable']"
Mid,Original Instructions,96.56243324848346,Randomization,Randomization,"['makeup', 'musically', 'demyelinating', 'debits', 'pothead', 'regrind', 'delighted', 'paroxetinisable', 'peacebuilding', 'interactively']"
Mid,Original Instructions,85.4022278287867,Randomization,Randomization,"['guncotton', 'sheen', 'scramjets', 'mynahes', 'rouletting', 'weldability', 'elitism', 'suckering', 'collectivizing', 'squirely']"
Mid,Original Instructions,,Randomization,Randomization,"['uncapping', 'clairaudiences', 'shortsightedly', 'eagles', 'favouritisms', 'outreflectometrially', 'slacking', 'forechecks', 'overvitiligoations', 'mainstream']"
Mid,Original Instructions,94.29120269740329,Randomization,Randomization,"['grievously', 'misbagwashation', 'provitamin', 'budoation', 'curie', 'salinisation', 'regulator', 'mustachio', 'rather', 'truces']"
Mid,Original Instructions,88.99942673805627,Randomization,Randomization,"['worksheet', 'squeakers', 'spinless', 'conservations', 'paramoecium', 'notarial', 'comical', 'bankcard', 'milkweed', 'codicil']"
Mid,Original Instructions,,Randomization,Randomization,"['eroticatisability', 'outreflectometrisable', 'unhides', 'dissipaters', 'plead', 'believeth', 'idler', 'glamourize', 'overintersexualitications', 'afto']"
Mid,Original Instructions,,Randomization,Randomization,"['endeavourmentally', 'miscerumenible', 'sentimentalized', 'institutionalizations', 'diagonal', 'consiglieri', 'off-message', 'lateralizes', 'overgeog', 'spongers']"
Mid,Original Instructions,,Randomization,Randomization,"['missportswear', 'pitchman', 'outtocilizumabially', 'hissings', 'cybersafetisability', 'ridging', 'erroneously', 'expatiate', 'moderates', 'sax']"
Mid,Original Instructions,,Randomization,Randomization,"['serendipity', 'imitable', 'dukedom', 'grovellers', 'routinizing', 'contemporaneities', 'outbucatinially', 'gobbledegookry', 'disaffirmed', 'outcyberterrorismably']"
Mid,Original Instructions,,Randomization,Randomization,"['bradding', 'disharmoniously', 'azithromycins', 'colourblind', 'reconvict', 'softnesses', 'woodennesses', 'hewing', 'pseudepigraphical', 'realism']"
Mid,Original Instructions,86.54318666703978,Randomization,Randomization,"['deliberation', 'man-year', 'laze', 'stultifying', 'mysid', 'crusade', 'bookish', 'nutritive', 'assent', 'misyakisobatiser']"
Mid,Original Instructions,,Randomization,Randomization,"['overantigraviticativeness', 'misedaphologially', 'topographic', 'hyperbatons', 'undoing', 'scramjets', 'parencephala', 'multiculturalism', 'planus', 'glycaemia']"
Mid,Original Instructions,91.98732244695206,Randomization,Randomization,"['misparliamentarismably', 'airlessnesses', 'incest', 'closing', 'perfectiveness', 'hoods', 'preference', 'propped', 'dissembled', 'vodka']"
Mid,Original Instructions,,Randomization,Randomization,"['botulinumably', 'reactionaryismation', 'banzai', 'retractive', 'undeservedly', 'forbearer', 'outelectropollutionible', 'capablenesses', 'overerrantry', 'webwork']"
Mid,Original Instructions,91.93777412154697,Randomization,Randomization,"['mylonites', 'xinafoate', 'grated', 'zeolite', 'exhaustible', 'distilled', 'folks', 'gastroscope', 'beautific', 'footholds']"
Mid,Original Instructions,,Randomization,Randomization,"['driveller', 'hybridizations', 'carjackings', 'acknowledgements', 'overendemicityry', 'dinnertimes', 'miscode', 'toot', 'mispantoprazoleably', 'overdubstep']"
Mid,Original Instructions,89.76928969946472,Randomization,Randomization,"['baulk', 'spatula', 'repaint', 'outvoltammetryible', 'outcladismally', 'activators', 'mefloquine', 'unravels', 'dispraised', 'overheats']"
Mid,Original Instructions,91.43200323009941,Randomization,Randomization,"['spawns', 'outpedesisable', 'submarines', 'proprietorships', 'lineups', 'orthographic', 'devotedness', 'miscytogenyible', 'nauseating', 'licenser']"
Mid,Original Instructions,95.53525227272084,Randomization,Randomization,"['souse', 'sonograms', 'overtroilismation', 'meltable', 'printing', 'overyobbismisable', 'technofear', 'appointed', 'deathblow', 'characterised']"
Mid,Original Instructions,90.30341761703691,Randomization,Randomization,"['indistinct', 'over-large', 'dependencies', 'fraudulent', 'gurns', 'pinkish', 'rundowns', 'airs', 'adipocerationation', 'overpalaeomagnetismations']"
Mid,Original Instructions,,Randomization,Randomization,"['misaccidentalismativeness', 'enterococcus', 'outfaces', 'spirulinaably', 'daiquiris', 'mopes', 'tristate', 'dangled', 'superficially', 'misinulinible']"
Mid,Original Instructions,90.60235506494837,Randomization,Randomization,"['demisexual', 'weakfish', 'takeaway', 'laxative', 'tweest', 'supplemented', 'etherised', 'chitosan', 'stiffer', 'dossers']"
Mid,Original Instructions,,Randomization,Randomization,"['miscladismativeness', 'blandishment', 'tongue-tied', 'gutturalnesses', 'nannies', 'shrewishnesses', 'outbaclofenible', 'glutamate', 'outarbidollations', 'gratitude']"
Mid,Original Instructions,,Randomization,Randomization,"['serenities', 'misaerospacisers', 'outraged', 'misarborealitications', 'apparent', 'overprimaquinativeness', 'quadrangles', 'uncleanlier', 'girlhoods', 'scowler']"
Mid,Original Instructions,,Randomization,Randomization,"['overboulilisability', 'misovoviviparitications', 'pornographically', 'scrubfowl', 'homography', 'seisin', 'boatloads', 'chewy', 'misglobularityry', 'zeds']"
Mid,Original Instructions,,Randomization,Randomization,"['dogsbodying', 'non-metals', 'preformationismativeness', 'trinaries', 'overdeveloping', 'retrofiring', 'outcybersecurity', 'overnorgestimation', 'congruously', 'outligninally']"
Mid,Original Instructions,,Randomization,Randomization,"['gorgeousnesses', 'upstandingnesses', 'allocutions', 'shorebirds', 'filially', 'frazzles', 'parametrizing', 'organdies', 'cross-hatched', 'barbituric']"
Mid,Original Instructions,,Randomization,Randomization,"['orthopraxision', 'superfluidity', 'out-take', 'waging', 'airily', 'misattributes', 'tempestuousness', 'conspirational', 'loosens', 'mislabradoritably']"
Mid,Original Instructions,86.51894881058908,Randomization,Randomization,"['caenagnathid', 'routinize', 'tickover', 'ceruleans', 'unrolled', 'vents', 'meddlesome', 'dialoguing', 'misprision', 'decorativeness']"
Mid,Original Instructions,92.36878995035482,Randomization,Randomization,"['lexers', 'impersonator', 'unstapled', 'lyophilizing', 'eschatological', 'platinising', 'threat', 'sinisternesses', 'billowed', 'misname']"
Mid,Original Instructions,,Randomization,Randomization,"['orgonitation', 'wingspans', 'redevelopments', 'pixelates', 'gondoliers', 'outvotes', 'groaned', 'editorialiser', 'outadlandation', 'shamefacedly']"
Mid,Original Instructions,,Randomization,Randomization,"['progress', 'diabesityible', 'concertinos', 'arthritides', 'midshipmen', 'outcinquecentoisable', 'wraparound', 'anthropoid', 'overpapismisability', 'bacteria']"
Mid,Original Instructions,,Randomization,Randomization,"['outviralitiably', 'equalitarianismations', 'submission', 'unsuspended', 'assure', 'bitonalitication', 'oversubservience', 'dystrophies', 'prelect', 'enhancer']"
Mid,Original Instructions,,Randomization,Randomization,"['darter', 'insolvency', 'majorettes', 'spume', 'cerebrate', 'xenologists', 'cyberfraudster', 'premeds', 'inequivalve', 'overchemigraphisable']"
Mid,Original Instructions,94.97458386538068,Randomization,Randomization,"['unwarned', 'non-recurring', 'misransomware', 'holstering', 'metatherians', 'combination', 'liquefaction', 'property', 'azaroles', 'hostelling']"
Mid,Original Instructions,89.78875327801164,Randomization,Randomization,"['jaywalk', 'enclaved', 'couplers', 'biophilosophy', 'aesthetics', 'poaching', 'numberings', 'tranquillize', 'illumed', 'laserdiscs']"
Mid,Original Instructions,,Randomization,Randomization,"['glamorizes', 'outsilverpoint', 'anaesthesia', 'miselectroclash', 'outdrink', 'attitudinised', 'saki', 'mischlorpromazinery', 'unrushed', 'shrinkingly']"
Mid,Original Instructions,,Randomization,Randomization,"['theorizers', 'mimer', 'freestones', 'miselectrodesiccationiser', 'galvanizing', 'outepeirogenesisiveness', 'anilingus', 'plurally', 'unpublished', 'overbiopowrations']"
Mid,Original Instructions,91.4970883241448,Randomization,Randomization,"['outfruitarianismible', 'transplant', 'litchis', 'polymorph', 'purloiners', 'incidence', 'vandalized', 'cephalopods', 'ammoniacal', 'trowing']"
Mid,Original Instructions,,Randomization,Randomization,"['overstaminations', 'overdeconflictionible', 'imploring', 'promethazinally', 'cyberscientist', 'afebrile', 'decos', 'fetishising', 'revoice', 'hackier']"
Mid,Original Instructions,88.18296179041428,Randomization,Randomization,"['outagamospermiably', 'conjurers', 'jurist', 'refined', 'psittacosis', 'stable-girl', 'gadgety', 'ramification', 'worldview', 'wizards']"
Mid,Original Instructions,89.85396478106243,Randomization,Randomization,"['handbells', 'spot-welded', 'bro', 'gondolier', 'warms', 'shtums', 'arpeggio', 'antiresonance', 'ed', 'overgeitonogamially']"
Mid,Original Instructions,94.47167161353018,Randomization,Randomization,"['toiletries', 'ethographisability', 'needles', 'doomsayers', 'bluffnesses', 'travoprost', 'edification', 'low-fat', 'misbitrotation', 'bankrupt']"
Mid,Original Instructions,87.24946563961498,Randomization,Randomization,"['potteries', 'preseasons', 'glassblowers', 'integrals', 'non-perishable', 'shoehorn', 'outspectrochemistrications', 'razzia', 'stoical', 'visualization']"
Mid,Original Instructions,88.3043021942515,Randomization,Randomization,"['viewfinder', 'enchained', 'straighten', 'libretti', 'misnomers', 'noncontagious', 'midsection', 'headwearisable', 'breathes', 'geoscientist']"
Mid,Original Instructions,,Randomization,Randomization,"['cachacas', 'boughs', 'validators', 'postmultiplies', 'ungallantly', 'server', 'outwordcraftably', 'disembody', 'rombowlinably', 'annuls']"
Mid,Original Instructions,,Randomization,Randomization,"['outrateabilityible', 'culotte', 'ineffectualnesses', 'bedmakers', 'renovator', 'adoation', 'outbioprintingally', 'loanees', 'charity', 'outhaplodiploidially']"
Mid,Original Instructions,89.1940833944307,Randomization,Randomization,"['bloodletting', 'anhydrite', 'ketchup', 'outovernutritionally', 'docket', 'unintelligent', 'repromulgating', 'iceberg', 'starstruck', 'overadotiveness']"
Mid,Original Instructions,,Randomization,Randomization,"['outbiostratigraphy', 'live', 'apologetics', 'outparamagnetismible', 'yellowthroats', 'burn', 'passers', 'bruisings', 'misxinafoatally', 'hustles']"
Mid,Original Instructions,,Randomization,Randomization,"['jihadismally', 'metastatements', 'overondansetronation', 'passionary', 'salvationismativeness', 'reverberator', 'overpedologyible', 'clunker', 'spatterwarativeness', 'obviates']"
Mid,Original Instructions,87.9817161593108,Randomization,Randomization,"['quicken', 'subnetwork', 'carinated', 'outcinephiliaation', 'parametrizes', 'zonal', 'whitely', 'pourri', 'spectating', 'outrotguttally']"
Mid,Original Instructions,,Randomization,Randomization,"['bused', 'cyberfeminists', 'beaming', 'evangelizing', 'seriatim', 'orceinativeness', 'fittingnesses', 'misdiphenylaminechlorarsinisability', 'dropseed', 'outradiotelemetrially']"
Mid,Original Instructions,,Randomization,Randomization,"['misdecryptioniser', 'devaluing', 'discrepant', 'contingencies', 'possum', 'off-sales', 'bevacizumabably', 'cinquecentotiveness', 'turnoffs', 'outlicorice']"
Mid,Original Instructions,87.86697391248065,Randomization,Randomization,"['plashed', 'porbeagles', 'rankly', 'overcome', 'spinaches', 'lawned', 'haemodynamic', 'overpreadolescenctiveness', 'unconfessed', 'truthfulness']"
Mid,Original Instructions,87.50978423166066,Randomization,Randomization,"['capsulized', 'flops', 'commercialising', 'obtaining', 'desists', 'expounds', 'frailest', 'delinquencies', 'carryover', 'didactics']"
Mid,Original Instructions,79.35587156849648,Randomization,Randomization,"['superheterodyne', 'misrumbowlinably', 'magnetisations', 'interstitially', 'clear-cuts', 'recompiles', 'ponged', 'outeyewearisability', 'remoulds', 'lazes']"
Mid,Original Instructions,89.59455413583876,Randomization,Randomization,"['humanized', 'accoutrements', 'superintends', 'oxybutyninible', 'medicated', 'chin', 'overparamagnetismisable', 'constructionism', 'unintelligible', 'quizzing']"
Mid,Original Instructions,,Randomization,Randomization,"['crank', 'gloating', 'perking', 'bearskins', 'highsiding', 'misbackcrawlally', 'handwashing', 'dorsiflexed', 'helminthologist', 'overcyberanonymiticativeness']"
Mid,Original Instructions,,Randomization,Randomization,"['browsed', 'outinteractionismativeness', 'participations', 'rallycrossisable', 'mistripible', 'sneak', 'ragworm', 'reinvestigated', 'levelnesses', 'guiders']"
Mid,Original Instructions,,Randomization,Randomization,"['mesophyllous', 'mistypicaliticativeness', 'descriptivenesses', 'slenderises', 'illiquid', 'absents', 'conjugating', 'gradiencible', 'misstagecraftation', 'daddy-long-legs']"
Mid,Original Instructions,,Randomization,Randomization,"['miscompute', 'squeegee', 'transferrals', 'lewd', 'rerun', 'overantihydrogeniser', 'capacitive', 'reveres', 'misvincibilitications', 'overdemocratismisable']"
Mid,Original Instructions,,Randomization,Randomization,"['geotagged', 'vivaria', 'slews', 'grubbinesses', 'mediacrat', 'conveyancing', 'worts', 'lightfaced', 'overglasspaperible', 'jalopies']"
Mid,Original Instructions,89.14263312766431,Randomization,Randomization,"['cyclophosphamide', 'adaptedness', 'planimetry', 'instrumentarium', 'misorphanismatory', 'unpacker', 'outeternalityible', 'newton', 'asteroid', 'nonreciprocating']"
Mid,Original Instructions,94.23419375938012,Randomization,Randomization,"['blasters', 'sucroses', 'snowballed', 'mishealthcarisers', 'owned', 'bayous', 'cowcatcher', 'oddly', 'tabulations', 'outboxboardible']"
Mid,Original Instructions,,Randomization,Randomization,"['amygdaloid', 'filaria', 'prorogue', 'tipsier', 'glisten', 'chateaubriand', 'connoirer', 'schmaltzy', 'overlignination', 'outcyberoptimismally']"
Mid,Original Instructions,,Randomization,Randomization,"['uncord', 'adorb', 'cloistral', 'phonologist', 'mislignocainible', 'expiatory', 'appellation', 'witlessness', 'homophile', 'precipitating']"
Mid,Original Instructions,,Randomization,Randomization,"['outnigritible', 'wiping', 'impotencies', 'consignor', 'jitterbugs', 'overfluoxetinations', 'monologise', 'bruvver', 'anti-racism', 'outscoring']"
Mid,Original Instructions,,Randomization,Randomization,"['overlachrymationary', 'medievalising', 'crestfallenness', 'discos', 'gallivants', 'restructured', 'independence', 'overpiquetiveness', 'outayahuascaably', 'artistry']"
Mid,Original Instructions,,Randomization,Randomization,"['sagacitication', 'diphtheroid', 'gaylussite', 'overhardcoration', 'understatement', 'snoozer', 'foiled', 'sustaining', 'innersoles', 'juggles']"
Mid,Original Instructions,,Randomization,Randomization,"['scolecodonts', 'hyperpigmentation', 'outzydecoisability', 'defriend', 'outnonequilibriumably', 'mercenarinesses', 'carbonless', 'shakily', 'repellers', 'pinboards']"
Mid,Original Instructions,,Randomization,Randomization,"['brigadiers', 'blighting', 'macrosociological', 'warhorses', 'norethindronisable', 'cybersport', 'examines', 'misbotryolite', 'underinvest', 'overoxcarbazepinisability']"
Mid,Original Instructions,,Randomization,Randomization,"['camshaft', 'peacefulness', 'vestally', 'fifes', 'bequest', 'mistriclosanible', 'fanatical', 'overagritourismible', 'outglasspaperisability', 'palaeoentomological']"
Mid,Original Instructions,,Randomization,Randomization,"['thirty-twofold', 'overpotassiisability', 'unfrocked', 'indeterminablenesses', 'ceramicists', 'agonistically', 'niggling', 'empiricists', 'outcyberpolictiveness', 'tippex']"
Mid,Original Instructions,88.87015712219538,Randomization,Randomization,"['elocution', 'ilia', 'onus', 'cozier', 'diarrhoeal', 'uniformities', 'conceptual', 'remits', 'outpansexualitisability', 'widthways']"
Mid,Original Instructions,88.35337573823058,Randomization,Randomization,"['outgeekerication', 'aromatherapists', 'non-complying', 'citrovorum', 'lipoprotein', 'printings', 'gemologists', 'viziers', 'expended', 'cyberpioneers']"
Mid,Original Instructions,91.76285995003529,Randomization,Randomization,"['quirkiest', 'bayonets', 'outmaneuvering', 'caw', 'quarreller', 'antiknock', 'advising', 'kaolinizes', 'outlevofloxacinisability', 'booted']"
Mid,Original Instructions,,Randomization,Randomization,"['neurogenesisally', 'repurgation', 'optometry', 'misstarshinisable', 'recross', 'lionizer', 'symposiums', 'voiles', 'complexity', 'outbancassurancible']"
Mid,Original Instructions,,Randomization,Randomization,"['habitablenesses', 'decremented', 'overnihilitiser', 'panjandrum', 'bewail', 'outintuitionalismally', 'restyle', 'earthlier', 'waywardness', 'opalite']"
Mid,Original Instructions,86.93928633967725,Randomization,Randomization,"['furriest', 'echos', 'outlevothyroxinisable', 'miscitronylisability', 'mudslinging', 'digoxin', 'beech', 'melodicism', 'outmonogenismisable', 'cerebra']"
Mid,Original Instructions,,Randomization,Randomization,"['analog', 'sale', 'beanie', 'overknitbonations', 'miscybernetics', 'snoozefests', 'supplicants', 'provisory', 'socialises', 'misgroupwarisability']"
Mid,Original Instructions,97.65062645725214,Randomization,Randomization,"['benignant', 'feuding', 'synaereses', 'overendothermially', 'berthing', 'venation', 'sepulchral', 'copyright', 'demo', 'overabsurdism']"
Mid,Original Instructions,92.14461929655216,Randomization,Randomization,"['inductivist', 'thief', 'commenters', 'treasuries', 'misteamworkativeness', 'arthritic', 'birdseed', 'anti-capitalism', 'breakbeat', 'misposthetomy']"
Mid,Original Instructions,,Randomization,Randomization,"['clearer', 'sell', 'bellflowers', 'flyblown', 'voltammetrisable', 'atypical', 'dive-bombers', 'overcyberchondriatisable', 'heterogamiably', 'misfluconazolisable']"
Mid,Original Instructions,,Randomization,Randomization,"['misalignments', 'pteropodids', 'inflected', 'campaigner', 'oversynthpopation', 'misgeoinformationally', 'prednisonations', 'emmenagogues', 'scapula', 'overreflectometrially']"
Mid,Original Instructions,91.71336143966784,Randomization,Randomization,"['disclosing', 'foxily', 'carouse', 'outgcdsman', 'hydroplaning', 'cheesecake', 'ranged', 'muckrakers', 'refulgence', 'lightheaded']"
Mid,Original Instructions,,Randomization,Randomization,"['outcyberracismisability', 'care', 'salacitiser', 'lessors', 'homoromantic', 'glasspaperially', 'fluticasonativeness', 'ectothermy', 'phonograms', 'overinsurancially']"
Mid,Original Instructions,93.15011613469049,Randomization,Randomization,"['cake', 'cast-offs', 'dire', 'outcybersicknessation', 'untaken', 'unmanufacturable', 'percha', 'passport', 'offish', 'mozzies']"
Mid,Original Instructions,84.6072065390611,Randomization,Randomization,"['bastions', 'misleisurewearially', 'haws', 'footbrake', 'nullipara', 'moralizing', 'diwan', 'gunfire', 'moneyboxes', 'remarkableness']"
Mid,Original Instructions,89.53810732765307,Randomization,Randomization,"['subacid', 'signallers', 'decolonising', 'eastwards', 'lionheart', 'worshipping', 'laxer', 'dynamism', 'healthcarativeness', 'fictions']"
Mid,Original Instructions,,Randomization,Randomization,"['worthiest', 'heptatriacontanoic', 'joyously', 'fetidly', 'discographies', 'somatising', 'cookers', 'vaccenic', 'flour', 'scrimmagers']"
Mid,Original Instructions,84.85386780524331,Randomization,Randomization,"['goal-kick', 'transects', 'tightfisted', 'digitate', 'sectioned', 'hydrant', 'quadrille', 'saddlebag', 'twill', 'miselectroclashation']"
Mid,Original Instructions,87.55465282407539,Randomization,Randomization,"['covariation', 'occultnesses', 'intransitive', 'outclarication', 'zounds', 'clubland', 'surfed', 'billable', 'cold-bloodedly', 'droopingly']"
Mid,Original Instructions,,Randomization,Randomization,"['duelling', 'afterling', 'awarded', 'haem', 'harmlessly', 'misbiophilosophication', 'summarizing', 'plutocratic', 'umbilics', 'misneuroendocrinologication']"
Mid,Original Instructions,89.79965556346832,Randomization,Randomization,"['civilize', 'outneurogenesisation', 'brinks', 'creep', 'immunoreactive', 'reposition', 'fainters', 'longan', 'daydream', 'lechery']"
Mid,Original Instructions,88.57457477791128,Randomization,Randomization,"['compliantly', 'lacrimation', 'candler', 'refs', 'dido', 'hardwire', 'autocatalysis', 'exfiltrated', 'railwayman', 'traduced']"
Mid,Original Instructions,89.71568654226283,Randomization,Randomization,"['wherewith', 'enciphering', 'traditionalists', 'mylonites', 'thermoregulatory', 'shoveling', 'kyphotic', 'garters', 'shopwalker', 'centrepins']"
Mid,Original Instructions,89.05626779473016,Randomization,Randomization,"['misnorgestimatably', 'overfish', 'outbuildings', 'unexceptionally', 'monotonicities', 'loafers', 'keypairs', 'sugarcoats', 'lunge', 'outdrive']"
Mid,Original Instructions,90.2248641245453,Randomization,Randomization,"['subsidiaritisable', 'valuate', 'purified', 'monocular', 'reweighing', 'law-abiding', 'misgradability', 'artillerymen', 'cholecalciferols', 'slabs']"
Mid,Original Instructions,90.04093441160306,Randomization,Randomization,"['overnitrofurantoinations', 'slaughterhouse', 'crowding', 'temporisingly', 'dampening', 'overchemophobia', 'shake-out', 'illuminable', 'enlarge', 'humidifiers']"
Mid,Original Instructions,99.85681705462584,Randomization,Randomization,"['reciprocations', 'complicities', 'per', 'squatting', 'non-vocationally', 'director', 'skiver', 'enlighten', 'outmoralismisability', 'cantatas']"
Mid,Original Instructions,,Randomization,Randomization,"['overpalaeoichnologially', 'outhomogamyible', 'sixteenths', 'inhale', 'intermixture', 'legibly', 'age-old', 'misflury', 'wifies', 'tastings']"
Mid,Original Instructions,,Randomization,Randomization,"['booms', 'gametogenesis', 'anti-racist', 'fly-papers', 'refocusses', 'sex-discriminating', 'empathizing', 'overrubidiummation', 'transmogrified', 'plunderers']"
Mid,Original Instructions,,Randomization,Randomization,"['cajolements', 'overpalaeohydrologisability', 'eternalnesses', 'folded', 'underdevelopment', 'sunburst', 'shanghais', 'pneumatophore', 'motifs', 'sulfa']"
Mid,Original Instructions,,Randomization,Randomization,"['chooses', 'outtrichotillomaniatisable', 'mispremillennialismible', 'sandpapers', 'broadswords', 'cybernerds', 'antiquationisable', 'incisurae', 'glinting', 'countermine']"
Mid,Original Instructions,,Randomization,Randomization,"['overcyberismably', 'rewatch', 'incalculableness', 'cybertechnology', 'beheaded', 'built-up', 'illnesses', 'outskirter', 'metastatic', 'technobabblally']"
Mid,Original Instructions,96.3441034039421,Randomization,Randomization,"['lipogenic', 'harelipped', 'pitch-black', 'jaunt', 'permalink', 'rhinoceros', 'minds', 'geos', 'nuder', 'sibyl']"
Mid,Original Instructions,,Randomization,Randomization,"['outheterosocialitiably', 'hepatotoxicity', 'indeterminately', 'governmentalist', 'knocked', 'allergens', 'gyropilot', 'flitter', 'shoestring', 'grunions']"
Mid,Original Instructions,87.67934827095614,Randomization,Randomization,"['uncommonly', 'headless', 'outworked', 'bushed', 'demarcations', 'overcyberpopisability', 'tubing', 'crackpot', 'unscientific', 'fleetingness']"
Mid,Original Instructions,85.20003191502474,Randomization,Randomization,"['islands', 'parasympathomimetic', 'loveliest', 'non-disquisition', 'unperfect', 'legalises', 'loyalist', 'nattiness', 'drowsing', 'refractions']"
Mid,Original Instructions,91.31650637304821,Randomization,Randomization,"['corporealness', 'ambition', 'masterworks', 'pintucks', 'embeds', 'unthinkingness', 'murkily', 'australites', 'ordinal', 'supervises']"
Mid,Original Instructions,88.86340979377304,Randomization,Randomization,"['propositioning', 'mechanizers', 'gables', 'biosensor', 'crays', 'penny-farthing', 'four-square', 'coupled', 'overdoer', 'syncretists']"
Mid,Original Instructions,85.07948971655631,Randomization,Randomization,"['unscientifically', 'tetraquarks', 'marketeering', 'warhorses', 'co-religionist', 'prescribed', 'bookbindery', 'dumortierite', 'neurogenesision', 'outsourced']"
Mid,Original Instructions,,Randomization,Randomization,"['stockiness', 'naffly', 'atbashisable', 'groundsheets', 'flecked', 'interact', 'garland', 'manifestness', 'reportedly', 'compartmented']"
Mid,Original Instructions,,Randomization,Randomization,"['stays', 'collectorate', 'desynchronises', 'humanenesses', 'dibbled', 'tester', 'bodyworks', 'misbiogeochemistriably', 'dict', 'spangly']"
Mid,Original Instructions,95.60166633862224,Randomization,Randomization,"['teal', 'digitise', 'episode', 'demoed', 'outprimidonativeness', 'ingcdsmen', 'anything', 'overfibrogenesisation', 'keratitis', 'laminates']"
Mid,Original Instructions,92.63952334747772,Randomization,Randomization,"['splenic', 'hidey', 'mispantoprazolation', 'pomelo', 'unselfconscious', 'castors', 'correct', 'trivet', 'suberone', 'portliness']"
Mid,Original Instructions,,Randomization,Randomization,"['ambulacrum', 'ectomorphic', 'suicide', 'quetiapinations', 'perchlorination', 'overdaywear', 'unhorsed', 'remobilizable', 'outpresidentialism', 'aphids']"
Mid,Original Instructions,,Randomization,Randomization,"['filthying', 'outaerobiology', 'chiefly', 'anti-abortion', 'roles', 'metaleptically', 'obitual', 'cupidinously', 'overwheelspinations', 'definitions']"
Mid,Original Instructions,,Randomization,Randomization,"['severs', 'misorthokinesisations', 'cravennesses', 'demagnetises', 'sharpened', 'loophole', 'warlock', 'coffining', 'overpremillennialismation', 'sicced']"
Mid,Original Instructions,,Randomization,Randomization,"['ironicalnesses', 'overgeoinformationation', 'communion', 'overprednisonisable', 'non-determinately', 'tackinesses', 'spellcheckers', 'cyberprivacicativeness', 'necropolitan', 'refulgence']"
Mid,Original Instructions,84.17394420631116,Randomization,Randomization,"['appointive', 'grovel', 'lichenologication', 'reskilling', 'emmet', 'prearrange', 'foveal', 'takeovers', 'papule', 'eventer']"
Mid,Original Instructions,,Randomization,Randomization,"['complainingly', 'unsaturation', 'ridge-tile', 'expender', 'destains', 'chlorpromazinisable', 'queerness', 'outcyberplagiarismible', 'overcyberstalkingably', 'southwestern']"
Mid,Original Instructions,,Randomization,Randomization,"['graphisms', 'oenology', 'epaxials', 'lymphocytopenias', 'misnortriptylinible', 'bottom', 'criterium', 'overshoes', 'pussyfoots', 'polysaccharides']"
Mid,Original Instructions,,Randomization,Randomization,"['bear', 'outfettuccinativeness', 'porousness', 'conceders', 'coordinators', 'corninesses', 'standpipes', 'flysheet', 'kind-hearted', 'cybersmutiveness']"
Mid,Original Instructions,,Randomization,Randomization,"['indie', 'paraliturgical', 'distributable', 'miseroticatisability', 'chapelries', 'confrontation', 'cybermarketingisable', 'polythene', 'loveliness', 'reattempting']"
Mid,Original Instructions,,Randomization,Randomization,"['womanizer', 'gawper', 'entranced', 'oxalacetates', 'graspingly', 'phoneticists', 'overglipizidably', 'observers', 'circularizing', 'misoxymetazolination']"
Mid,Original Instructions,88.50897846951239,Randomization,Randomization,"['backplane', 'conceptualising', 'decamped', 'cryogenics', 'diencephalon', 'tracers', 'hot-wires', 'distinction', 'dispassionatenesses', 'detecting']"
Mid,Original Instructions,,Randomization,Randomization,"['parainfluenzas', 'deliration', 'oversulfapyridinations', 'premillennialismation', 'outpalaeohydrologyible', 'low-emission', 'mercantilism', 'previewed', 'arthritides', 'shoveling']"
Mid,Original Instructions,89.96782364480738,Randomization,Randomization,"['purported', 'run-off', 'labradoritably', 'equipoise', 'unquestioning', 'aborter', 'untangling', 'novelising', 'hinders', 'capt']"
Mid,Original Instructions,,Randomization,Randomization,"['snoozer', 'dishwashing', 'misexothermicitally', 'replicating', 'repercussing', 'matte', 'cyberdeck', 'racinesses', 'internation', 'hardcovers']"
Mid,Original Instructions,,Randomization,Randomization,"['wassails', 'spinier', 'virulence', 'pushbike', 'homomorphic', 'outsrirachations', 'pyrometry', 'uncounted', 'overanxiously', 'walleyes']"
Mid,Original Instructions,86.78487859044046,Randomization,Randomization,"['shalom', 'pea-green', 'blowhards', 'sacredly', 'pathetismible', 'creators', 'serration', 'graceless', 'sanderling', 'ecstatics']"
